2023-02-09 17:53:19,263 INFO    StreamThr :79500 [internal.py:wandb_internal():87] W&B internal server running at pid: 79500, started at: 2023-02-09 17:53:19.260983
2023-02-09 17:53:19,269 DEBUG   HandlerThread:79500 [handler.py:handle_request():144] handle_request: status
2023-02-09 17:53:19,275 INFO    WriterThread:79500 [datastore.py:open_for_write():85] open: ./wandb/run-20230209_175319-0r7p2hlf/run-0r7p2hlf.wandb
2023-02-09 17:53:19,284 DEBUG   SenderThread:79500 [sender.py:send():334] send: header
2023-02-09 17:53:19,284 DEBUG   SenderThread:79500 [sender.py:send():334] send: run
2023-02-09 17:53:20,015 DEBUG   HandlerThread:79500 [handler.py:handle_request():144] handle_request: check_version
2023-02-09 17:53:20,024 INFO    SenderThread:79500 [dir_watcher.py:__init__():216] watching files in: ./wandb/run-20230209_175319-0r7p2hlf/files
2023-02-09 17:53:20,024 INFO    SenderThread:79500 [sender.py:_start_run_threads():1065] run started: 0r7p2hlf with start time 1675954399.25469
2023-02-09 17:53:20,025 DEBUG   SenderThread:79500 [sender.py:send_request():361] send_request: summary_record
2023-02-09 17:53:20,026 INFO    SenderThread:79500 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-02-09 17:53:20,027 DEBUG   SenderThread:79500 [sender.py:send_request():361] send_request: check_version
2023-02-09 17:53:20,397 DEBUG   HandlerThread:79500 [handler.py:handle_request():144] handle_request: run_start
2023-02-09 17:53:20,416 DEBUG   HandlerThread:79500 [system_info.py:__init__():31] System info init
2023-02-09 17:53:20,417 DEBUG   HandlerThread:79500 [system_info.py:__init__():46] System info init done
2023-02-09 17:53:20,417 INFO    HandlerThread:79500 [system_monitor.py:start():151] Starting system monitor
2023-02-09 17:53:20,418 INFO    SystemMonitor:79500 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-09 17:53:20,418 INFO    HandlerThread:79500 [system_monitor.py:probe():172] Collecting system info
2023-02-09 17:53:20,420 INFO    SystemMonitor:79500 [interfaces.py:start():168] Started cpu
2023-02-09 17:53:20,422 INFO    SystemMonitor:79500 [interfaces.py:start():168] Started disk
2023-02-09 17:53:20,425 INFO    SystemMonitor:79500 [interfaces.py:start():168] Started gpu
2023-02-09 17:53:20,426 INFO    SystemMonitor:79500 [interfaces.py:start():168] Started memory
2023-02-09 17:53:20,432 INFO    SystemMonitor:79500 [interfaces.py:start():168] Started network
2023-02-09 17:53:20,479 DEBUG   HandlerThread:79500 [system_info.py:probe():195] Probing system
2023-02-09 17:53:20,494 DEBUG   HandlerThread:79500 [git.py:repo():40] git repository is invalid
2023-02-09 17:53:20,494 DEBUG   HandlerThread:79500 [system_info.py:probe():241] Probing system done
2023-02-09 17:53:20,494 DEBUG   HandlerThread:79500 [system_monitor.py:probe():181] {'os': 'Linux-5.14.0-1054-oem-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2023-02-09T14:53:20.480033', 'startedAt': '2023-02-09T14:53:19.226326', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/techtoker/projects/yandex_sdc/shifts-main/sdc/run.py', 'codePath': 'run.py', 'host': 'techtoker', 'username': 'techtoker', 'executable': '/home/techtoker/tools/anaconda3/envs/yandex_sdc/bin/python', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3195.0009999999997, 'min': 1200.0, 'max': 4120.0}, 'cpu_freq_per_core': [{'current': 3300.0, 'min': 1200.0, 'max': 4200.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4200.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4200.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4200.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 3300.0, 'min': 1200.0, 'max': 4100.0}, {'current': 1200.0, 'min': 1200.0, 'max': 4100.0}], 'disk': {'total': 2014.2841339111328, 'used': 1657.8279762268066}, 'gpu': 'NVIDIA GeForce RTX 2080 Ti', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2080 Ti', 'memory_total': 11811160064}, {'name': 'NVIDIA GeForce RTX 2080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 62.546348571777344}}
2023-02-09 17:53:20,494 INFO    HandlerThread:79500 [system_monitor.py:probe():182] Finished collecting system info
2023-02-09 17:53:20,494 INFO    HandlerThread:79500 [system_monitor.py:probe():185] Publishing system info
2023-02-09 17:53:20,495 DEBUG   HandlerThread:79500 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-09 17:53:20,498 DEBUG   HandlerThread:79500 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-09 17:53:20,499 DEBUG   HandlerThread:79500 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-09 17:53:21,034 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20230209_175319-0r7p2hlf/files/conda-environment.yaml
2023-02-09 17:53:21,035 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20230209_175319-0r7p2hlf/files/requirements.txt
2023-02-09 17:53:21,036 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20230209_175319-0r7p2hlf/files/wandb-summary.json
2023-02-09 17:53:22,026 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20230209_175319-0r7p2hlf/files/conda-environment.yaml
2023-02-09 17:53:22,093 DEBUG   HandlerThread:79500 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-09 17:53:22,120 INFO    HandlerThread:79500 [system_monitor.py:probe():187] Finished publishing system info
2023-02-09 17:53:22,134 DEBUG   SenderThread:79500 [sender.py:send():334] send: files
2023-02-09 17:53:22,134 INFO    SenderThread:79500 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-02-09 17:53:22,151 DEBUG   HandlerThread:79500 [handler.py:handle_request():144] handle_request: stop_status
2023-02-09 17:53:22,161 DEBUG   SenderThread:79500 [sender.py:send_request():361] send_request: stop_status
2023-02-09 17:53:22,510 DEBUG   SenderThread:79500 [sender.py:send():334] send: telemetry
2023-02-09 17:53:22,511 DEBUG   SenderThread:79500 [sender.py:send():334] send: config
2023-02-09 17:53:23,027 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20230209_175319-0r7p2hlf/files/wandb-metadata.json
2023-02-09 17:53:23,028 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_created():275] file/dir created: ./wandb/run-20230209_175319-0r7p2hlf/files/output.log
2023-02-09 17:53:23,157 INFO    Thread-20 :79500 [upload_job.py:push():143] Uploaded file /tmp/tmpfw8axtb3wandb/m6vsctvs-wandb-metadata.json
2023-02-09 17:53:24,518 DEBUG   HandlerThread:79500 [handler.py:handle_request():144] handle_request: status_report
2023-02-09 17:53:25,030 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20230209_175319-0r7p2hlf/files/output.log
2023-02-09 17:53:25,722 DEBUG   SenderThread:79500 [sender.py:send():334] send: telemetry
2023-02-09 17:53:27,032 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20230209_175319-0r7p2hlf/files/output.log
2023-02-09 17:53:28,033 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20230209_175319-0r7p2hlf/files/output.log
2023-02-09 17:53:29,034 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20230209_175319-0r7p2hlf/files/output.log
2023-02-09 17:53:30,035 INFO    Thread-17 :79500 [dir_watcher.py:_on_file_modified():292] file/dir modified: ./wandb/run-20230209_175319-0r7p2hlf/files/output.log
