2023-02-10 14:52:25,010 INFO    StreamThr :117106 [internal.py:wandb_internal():87] W&B internal server running at pid: 117106, started at: 2023-02-10 14:52:25.008303
2023-02-10 14:52:25,017 DEBUG   HandlerThread:117106 [handler.py:handle_request():144] handle_request: status
2023-02-10 14:52:25,025 INFO    WriterThread:117106 [datastore.py:open_for_write():85] open: ./wandb/run-20230210_145224-9d8tbx0z/run-9d8tbx0z.wandb
2023-02-10 14:52:25,029 DEBUG   SenderThread:117106 [sender.py:send():334] send: header
2023-02-10 14:52:25,029 DEBUG   SenderThread:117106 [sender.py:send():334] send: run
2023-02-10 14:52:25,697 DEBUG   HandlerThread:117106 [handler.py:handle_request():144] handle_request: check_version
2023-02-10 14:52:25,706 INFO    SenderThread:117106 [dir_watcher.py:__init__():216] watching files in: ./wandb/run-20230210_145224-9d8tbx0z/files
2023-02-10 14:52:25,707 INFO    SenderThread:117106 [sender.py:_start_run_threads():1065] run started: 9d8tbx0z with start time 1676029945.011032
2023-02-10 14:52:25,707 DEBUG   SenderThread:117106 [sender.py:send_request():361] send_request: summary_record
2023-02-10 14:52:25,708 INFO    SenderThread:117106 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-02-10 14:52:25,710 DEBUG   SenderThread:117106 [sender.py:send_request():361] send_request: check_version
2023-02-10 14:52:26,066 DEBUG   HandlerThread:117106 [handler.py:handle_request():144] handle_request: run_start
2023-02-10 14:52:26,083 DEBUG   HandlerThread:117106 [system_info.py:__init__():31] System info init
2023-02-10 14:52:26,084 DEBUG   HandlerThread:117106 [system_info.py:__init__():46] System info init done
2023-02-10 14:52:26,084 INFO    HandlerThread:117106 [system_monitor.py:start():151] Starting system monitor
2023-02-10 14:52:26,085 INFO    SystemMonitor:117106 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-10 14:52:26,085 INFO    HandlerThread:117106 [system_monitor.py:probe():172] Collecting system info
2023-02-10 14:52:26,087 INFO    SystemMonitor:117106 [interfaces.py:start():168] Started cpu
2023-02-10 14:52:26,089 INFO    SystemMonitor:117106 [interfaces.py:start():168] Started disk
2023-02-10 14:52:26,091 INFO    SystemMonitor:117106 [interfaces.py:start():168] Started gpu
2023-02-10 14:52:26,095 INFO    SystemMonitor:117106 [interfaces.py:start():168] Started memory
2023-02-10 14:52:26,099 INFO    SystemMonitor:117106 [interfaces.py:start():168] Started network
2023-02-10 14:52:26,165 DEBUG   HandlerThread:117106 [system_info.py:probe():195] Probing system
2023-02-10 14:52:26,182 DEBUG   HandlerThread:117106 [git.py:repo():40] git repository is invalid
