2023-02-10 15:15:06,140 INFO    StreamThr :118590 [internal.py:wandb_internal():87] W&B internal server running at pid: 118590, started at: 2023-02-10 15:15:06.138334
2023-02-10 15:15:06,146 DEBUG   HandlerThread:118590 [handler.py:handle_request():144] handle_request: status
2023-02-10 15:15:06,151 INFO    WriterThread:118590 [datastore.py:open_for_write():85] open: ./wandb/run-20230210_151506-cphgreu1/run-cphgreu1.wandb
2023-02-10 15:15:06,154 DEBUG   SenderThread:118590 [sender.py:send():334] send: header
2023-02-10 15:15:06,154 DEBUG   SenderThread:118590 [sender.py:send():334] send: run
2023-02-10 15:15:06,850 DEBUG   HandlerThread:118590 [handler.py:handle_request():144] handle_request: check_version
2023-02-10 15:15:06,856 INFO    SenderThread:118590 [dir_watcher.py:__init__():216] watching files in: ./wandb/run-20230210_151506-cphgreu1/files
2023-02-10 15:15:06,857 INFO    SenderThread:118590 [sender.py:_start_run_threads():1065] run started: cphgreu1 with start time 1676031306.131923
2023-02-10 15:15:06,857 DEBUG   SenderThread:118590 [sender.py:send_request():361] send_request: summary_record
2023-02-10 15:15:06,858 INFO    SenderThread:118590 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-02-10 15:15:06,859 DEBUG   SenderThread:118590 [sender.py:send_request():361] send_request: check_version
2023-02-10 15:15:07,226 DEBUG   HandlerThread:118590 [handler.py:handle_request():144] handle_request: run_start
2023-02-10 15:15:07,237 DEBUG   HandlerThread:118590 [system_info.py:__init__():31] System info init
2023-02-10 15:15:07,238 DEBUG   HandlerThread:118590 [system_info.py:__init__():46] System info init done
2023-02-10 15:15:07,238 INFO    HandlerThread:118590 [system_monitor.py:start():151] Starting system monitor
2023-02-10 15:15:07,239 INFO    SystemMonitor:118590 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-10 15:15:07,239 INFO    HandlerThread:118590 [system_monitor.py:probe():172] Collecting system info
2023-02-10 15:15:07,241 INFO    SystemMonitor:118590 [interfaces.py:start():168] Started cpu
2023-02-10 15:15:07,243 INFO    SystemMonitor:118590 [interfaces.py:start():168] Started disk
2023-02-10 15:15:07,245 INFO    SystemMonitor:118590 [interfaces.py:start():168] Started gpu
2023-02-10 15:15:07,249 INFO    SystemMonitor:118590 [interfaces.py:start():168] Started memory
2023-02-10 15:15:07,252 INFO    SystemMonitor:118590 [interfaces.py:start():168] Started network
2023-02-10 15:15:07,295 DEBUG   HandlerThread:118590 [system_info.py:probe():195] Probing system
2023-02-10 15:15:07,310 DEBUG   HandlerThread:118590 [git.py:repo():40] git repository is invalid
2023-02-10 15:15:07,310 DEBUG   HandlerThread:118590 [system_info.py:probe():241] Probing system done
